Title,clean_synopsis
Evil Dead Rise,reunion two estranged sister get cut short rise flesh possessing demon thrusting primal battle survival face nightmarish version family imaginable
Borderline,escaping mental hospital violent sociopath named paul begin dangerous rampage targeting sofia world famous pop star obsessed take sofia hostage home acting delusional belief getting married paul desperate prove devotion leading tense unpredictable situation
Y2K,two high school nobody make decision crash last major celebration new millennium new year eve night becomes even crazier could ever dreamed clock strike midnight
I Spit on Your Grave,beautiful woman city jennifer hill rent isolated cabin country write latest novel soon group local lowlife subject nightmare degradation rape violence
Old,group family tropical holiday discover secluded beach staying somehow causing age rapidly reducing entire life single day
30 Days of Night,story isolated alaskan town plunged darkness month year sun sink horizon last ray light fade town attacked bloodthirsty gang vampire bent uninterrupted orgy destruction small town husband wife sheriff team stand survivor certain destruction
A Cure for Wellness,ambitious young executive sent retrieve company ceo idyllic mysterious wellness center remote location swiss alp soon suspect spa miraculous treatment seem
The Purge: Election Year,two year choosing kill man killed son former police sergeant leo barnes become head security senator charlene roan front runner next presidential election due vow eliminate purge night final purge betrayal within government force barnes roan onto street must fight survive night
Beautiful Teacher in Torture Hell,female teacher skilled kendo assigned rural high school beautiful remote valley soon trapped wide conspiracy lust perversion around
Rings,julia becomes worried boyfriend holt explores dark urban legend mysterious videotape said kill watcher seven day viewing sacrifice save boyfriend make horrifying discovery movie within movie one ever seen
The Devil's Advocate,aspiring florida defense lawyer kevin lomax accepts job new york law firm stake getting higher every case kevin quickly learns bos something far evil planned
Project Wolf Hunting,heavily armed guard dangerous convict aboard cargo ship unite coordinated escape attempt soon escalates bloody riot fugitive continue brutal campaign terror soon discover even vicious among safe horror unknowingly unleashed darkness deck
Blade,daywalker known blade half vampire half mortal man becomes protector humanity underground army vampire
Terrifier 2,year mile county massacre art clown resurrected sinister entity art return home must hunt destroy teenage sienna younger brother jonathan halloween body count rise sibling fight stay alive uncovering true nature art evil intent
Sinister,true crime writer ellison oswald slump best seller year becoming increasingly desperate hit discovers existence snuff film showing death family vow solve mystery move family victim home get work however old film footage clue hint presence supernatural force ellison learns living house may fatal
Hotel Desire,antonia single mother work hotel maid berlin normal hot summer day take dramatic turn cross path particular guest hotel famous blind portrait painter julius pas
Leggings Mania,jeong hee living man due de facto marriage one day daughter dam hoi returned study abroad dam hoi always wear legging soon stepdad byeong min usually fan legging pay attention daughter clothes jeong hee noticed also started wearing legging distract young prospective husband
